device_id,date,current_cadence,current_pace,distance,floors_ascended,floors_descended,number_of_steps
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-19,0.0,0.0,2122.6999999997784,3,1,3187
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-20,0.0,0.0,1207.8700000001695,1,0,1781
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-21,0.0,0.0,2230.5599999999995,4,4,3210
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-22,0.0,0.0,1202.620000000636,2,0,1800
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-23,0.0,0.0,867.1754697612477,1,1,1237
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-24,0.0,0.0,101.90999999997462,1,0,142
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-25,0.0,0.0,3801.754770853619,2,3,5595
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-26,0.0,0.0,1559.1099999998694,3,0,2263
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-27,0.0,0.0,1884.6400000011777,0,0,2660
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-28,0.0,0.0,2574.5400000007953,4,3,3816
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-29,0.0,0.0,1808.8299999997814,7,6,2533
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-30,0.0,0.0,3047.0599999994192,7,6,4488
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-01,0.0,0.0,3401.5599999999436,6,7,4980
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-02,0.0,0.0,3377.4299999984187,4,3,4863
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-03,0.0,0.0,1839.540000000501,0,1,2674
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-04,0.0,0.0,1661.6699999994555,0,0,2479
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-05,0.0,0.0,1914.2416803528322,4,3,2882
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-06,0.0,0.0,2006.379999999775,3,3,2936
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-07,0.0,0.0,3709.763306653305,5,5,5149
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-08,0.0,0.0,2980.3099999998813,4,4,4169
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-09,0.0,0.0,2875.3900000000126,6,5,4178
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-10,0.0,0.0,2455.15999999939,1,0,3707
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-11,0.0,0.0,714.619999999703,1,0,1119
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-12,0.0,0.0,2694.1000000004433,9,8,3861
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-13,0.0,0.0,2032.0500000005682,7,5,2860
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-14,0.0,0.0,2712.8887536150246,4,4,3848
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-15,0.0,0.0,2895.024597059008,8,4,4092
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-16,0.0,0.0,715.0600000002901,1,1,1101
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-17,0.0,0.0,2241.9600000001947,3,3,3428
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-18,0.0,0.0,867.9200000003923,1,1,1283
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-19,0.0,0.0,3712.2300000010264,7,5,5339
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-20,0.0,0.0,1245.5400000005632,2,2,1864
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-21,0.0,0.0,1390.169999999751,2,0,1924
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-22,0.0,0.0,318.2000000002431,0,0,445
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-07,0.0,0.0,1364.359999999401,0,0,2310
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-08,0.0,0.0,1996.5400000037603,1,0,3526
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-09,0.0,0.0,5355.599999994502,1,2,8003
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-10,0.0,0.0,487.2399999899773,0,0,868
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-11,0.0,0.0,3330.6599999843174,0,1,5308
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-12,0.0,0.0,592.1399999926816,2,0,1061
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-13,0.0,0.0,2553.6199999898677,8,7,4290
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-14,0.0,0.0,1351.7099999962375,0,0,2333
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-15,0.0,0.0,251.18999999388984,0,0,485
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-16,0.0,0.0,2331.949999994135,4,3,4207
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-17,0.0,0.0,4857.119999982882,1,2,7538
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-18,0.0,0.0,1941.3599999984722,0,0,3136
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-19,0.0,0.0,221.48999999836317,0,0,444
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-20,0.0,0.0,2304.399999996184,4,3,3991
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-21,0.0,0.0,482.6499999947837,0,0,865
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-22,0.0,0.0,4697.849999997761,2,3,7528
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-23,0.0,0.0,154.70999999763342,0,0,251
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-24,0.0,0.0,239.4399999971503,0,0,461
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-25,0.0,0.0,322.7899999972426,0,0,632
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-26,0.0,0.0,3214.040474701672,2,4,5376
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-27,0.0,0.0,146.6860203561363,0,0,297
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-28,0.0,0.0,476.8836427032938,0,0,931
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-29,0.0,0.0,14.959999999962701,0,0,21
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-30,0.0,0.0,2390.4858796019125,0,3,4238
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-31,0.0,0.0,1357.4341203835806,0,1,2283
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-01,0.0,0.0,137.7799999997935,0,0,220
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-02,0.0,0.0,203.80999999912484,0,0,393
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-03,0.0,0.0,191.96999999787678,0,0,346
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-04,0.0,0.0,2262.287000864282,0,0,3904
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-05,0.0,0.0,249.99267226923106,0,0,481
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-06,0.0,0.0,213.9099999982865,0,0,375
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-07,0.0,0.0,1568.9699999843706,0,0,2555
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-08,0.0,0.0,3812.8518028696967,0,1,6864
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-09,0.0,0.0,92.8099999981934,0,0,130
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-10,0.0,0.0,2901.381628029979,2,2,4597
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-11,0.0,0.0,319.95999999297686,0,0,569
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-05,0.0,0.0,1890.0448299880354,1,3,3365
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-06,0.0,0.0,4236.0731740946585,1,2,7369
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-07,0.0,0.0,3047.197707921791,2,0,5029
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-08,0.0,0.0,2105.182292073906,7,7,3776
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-09,0.0,0.0,1744.5649902075536,0,0,2861
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-10,0.0,0.0,3024.072285823177,2,2,4994
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-11,0.0,0.0,3136.909999999045,0,0,5580
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-12,0.0,0.0,2940.0299999990984,10,8,5011
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-13,0.0,0.0,4096.009999996347,7,7,6981
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-14,0.0,0.0,798.7899999999787,2,4,1314
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-15,0.0,0.0,277.2399999999307,0,0,490
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-16,0.0,0.0,2256.1201324480353,7,4,3860
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-17,0.0,0.0,1816.2565133196777,3,2,3045
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-18,0.0,0.0,3359.3300000002505,1,1,5440
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-19,0.0,0.0,1799.969999998867,3,3,2992
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-20,0.0,0.0,3684.534462126498,5,3,6276
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-21,0.0,0.0,4959.249999998312,3,5,7846
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-22,0.0,0.0,1546.9199999996938,0,8,2636
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-23,0.0,0.0,1161.0600000004613,1,1,1952
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-24,0.0,0.0,1839.4799999993404,3,2,3101
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-25,0.0,0.0,651.7061429106426,2,1,1152
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-26,0.0,0.0,394.9700000002628,3,3,721
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-27,0.0,0.0,4504.690000000995,7,8,7585
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-28,0.0,0.0,949.2000000001859,3,3,1724
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-29,0.0,0.0,1921.8400000003778,5,6,3496
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-30,0.0,0.0,1133.7241947161936,0,0,2020
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-31,0.0,0.0,1940.5300000000282,3,3,3531
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-01,0.0,0.0,7149.260000001751,4,4,13435
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-02,0.0,0.0,1396.1800000000515,0,0,2545
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-03,0.0,0.0,539.2700000001374,1,3,846
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-04,0.0,0.0,457.35999999998756,2,1,828
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-05,0.0,0.0,1058.7300000003297,7,5,2032
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-06,0.0,0.0,0.0,0,0,0
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-05,0.0,0.0,153.35999999999999,0,0,229
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-06,0.0,0.0,2007.47,0,3,3540
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-07,0.0,0.0,4880.230339337565,2,4,8836
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-08,0.0,0.0,4584.069999999979,2,3,8442
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-09,0.0,0.0,2324.292384310965,2,2,3544
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-10,0.0,0.0,931.0999999999985,0,0,1664
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-11,0.0,0.0,872.8299999999982,0,0,1378
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-14,0.0,0.0,62.6400000000137,0,0,90
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-15,0.0,0.0,182.00000000017346,0,0,258
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-16,0.0,0.0,72.44000000000213,0,0,97
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-17,0.0,0.0,495.5799999990856,0,0,683
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-18,0.0,0.0,836.3249303681083,0,0,1159
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-19,0.0,0.0,3270.989999999636,0,0,4526
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-20,0.0,0.0,36.5900000000263,0,0,49
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-21,0.0,0.0,497.63999999995707,0,1,708
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-22,0.0,0.0,226.70999999990377,0,0,320
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-23,0.0,0.0,594.0699999998322,0,0,830
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-24,0.0,0.0,556.3899999999572,0,0,772
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-25,0.0,0.0,33.4000000000815,0,0,46
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-26,0.0,0.0,97.1600000000336,0,0,130
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-27,0.0,0.0,387.6299999995389,0,0,575
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-28,0.0,0.0,308.45857761538366,0,1,444
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-29,0.0,0.0,394.7818386013959,0,0,550
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-30,0.0,0.0,406.19000000012073,0,0,556
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-31,0.0,0.0,795.1699999999818,1,0,1094
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-01,0.0,0.0,743.6800000000529,0,2,1006
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-02,0.0,0.0,2481.770623969615,1,3,3292
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-03,0.0,0.0,717.4144484213919,0,0,1044
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-04,0.0,0.0,1031.6900000005855,0,0,1412
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-05,0.0,0.0,511.24999999947784,0,0,698
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-06,0.0,0.0,591.7399999998172,0,0,786
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-07,0.0,0.0,68.8899999999555,0,0,92
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-08,0.0,0.0,442.6599999997997,0,0,621
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-09,0.0,0.0,519.9999999997685,0,1,732
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-10,0.0,0.0,355.10000000026776,0,1,480
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-11,0.0,0.0,2227.189713192288,0,0,2977
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-07,0.0,0.0,622.6125458914313,1,1,901
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-08,0.0,0.0,1425.587083830963,2,1,2123
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-09,0.0,0.0,855.7699999969889,0,0,1210
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-10,0.0,0.0,2296.059063221561,0,0,3449
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-11,0.0,0.0,2197.740936767543,1,1,3238
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-12,0.0,0.0,1613.469999993918,2,0,2514
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-13,0.0,0.0,349.28999999957256,0,0,499
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-14,0.0,0.0,1128.7899999907236,0,0,1590
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-15,0.0,0.0,1791.4599999850632,4,3,2585
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-16,0.0,0.0,1408.0999999942744,0,2,2042
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-17,0.0,0.0,1103.453688614767,1,1,1620
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-18,0.0,0.0,2489.946311373962,1,2,3664
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-19,0.0,0.0,487.61807110230404,1,0,708
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-20,0.0,0.0,578.3299999963502,0,0,802
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-21,0.0,0.0,1066.979999996955,0,0,1501
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-22,0.0,0.0,907.1899999964511,0,0,1296
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-23,0.0,0.0,1132.8399999958938,0,0,1683
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-24,0.0,0.0,1525.429999992718,1,1,2237
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-25,0.0,0.0,1178.2899999953818,0,0,1636
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-26,0.0,0.0,680.619999997318,0,0,1097
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-27,0.0,0.0,675.1099999982404,0,0,952
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-28,0.0,0.0,826.9399999971558,1,0,1232
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-29,0.0,0.0,1019.53061353974,0,0,1521
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-30,0.0,0.0,1858.5993864557242,0,0,2663
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-31,0.0,0.0,953.6428175205363,0,0,1387
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-01,0.0,0.0,1306.189999995753,0,0,1864
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-02,0.0,0.0,1307.9399999997104,0,0,1806
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-03,0.0,0.0,1645.0652219622848,0,1,2349
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-04,0.0,0.0,1081.529999989083,0,0,1536
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-05,0.0,0.0,1261.8179554729752,1,2,1811
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-06,0.0,0.0,1759.6499999912921,0,0,2554
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-07,0.0,0.0,616.8700000005771,0,0,893
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-08,0.0,0.0,1285.3199999958745,2,2,1801
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-09,0.0,0.0,2138.176964850399,0,0,3058
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-10,0.0,0.0,1944.9199999843272,0,0,2728
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-11,0.0,0.0,1969.4699999883312,0,0,2910
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-02,0.0,0.0,399.2599999999452,0,0,737
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-03,0.0,0.0,334.3757185507338,0,0,585
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-04,0.0,0.0,286.82999999993586,0,0,496
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-05,0.0,0.0,1071.5299999998388,0,0,1896
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-06,0.0,0.0,618.5699999999565,0,0,1060
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-07,0.0,0.0,1105.0799999999674,0,0,1937
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-08,0.0,0.0,119.7899999999797,0,0,222
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-09,0.0,0.0,512.14,0,0,897
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-10,0.0,0.0,908.0500000000061,0,0,1666
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-11,0.0,0.0,1263.9600000000437,0,0,2252
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-12,0.0,0.0,653.1499999999673,0,0,1167
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-13,0.0,0.0,723.3849497378972,0,0,1321
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-14,0.0,0.0,969.8185303111974,0,0,1625
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-15,0.0,0.0,539.8799999999304,0,0,1009
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-16,0.0,0.0,315.50999999993695,0,0,608
