device_id,date,elapsed_device_on,elapsed_device_off
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-08,4593.142470598227,81359.70907425859
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-09,5704.563951730729,79972.3449742792
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-10,2154.8223993778183,68755.84486556122
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-11,7858.063675880486,45520.28191733382
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-20,4073.7451014519015,7794.174953460657
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-21,52355.785351991944,22464.94669151295
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-22,17015.59423160551,33790.143473386706
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-23,38719.91522502842,22452.104581117666
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-24,11527.802366495178,49969.75484824188
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-25,31031.719069957842,53322.50032520293
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-26,38993.929014444715,47442.49609446534
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-27,63309.356620073704,22888.620980978096
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-28,17449.385380745127,22865.26345205301
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-29,48515.07192707105,38165.370899677284
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-30,60955.07406663854,23175.237572431604
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-31,50475.71519589443,25957.565179109613
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-01,69276.89918303567,23344.961576938444
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-02,21854.91684198381,65596.32137894607
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-03,40309.09282708144,46513.56401705727
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-04,33594.665636062724,52713.722225666206
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-05,42009.05565547903,44484.439773559665
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-06,38042.09669518422,48622.48530387887
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-07,25465.483094692234,59111.93682432205
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-08,71736.6119525433,16047.58816432954
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-09,45296.55495286027,40222.17713236811
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-10,40297.92740678757,44875.42591309514
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-11,25412.662966013235,37991.84535622596
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-15,1809.1524236202104,7783.690279245461
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-16,13791.229960441597,40003.2590396408
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-17,7853.654667615946,51273.22245621682
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-18,17529.743070125623,61788.95505595255
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-19,10189.489871501919,79932.5610055926
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-20,6889.255642175686,50693.810874938965
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-21,16941.309898614916,70856.00838637295
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-22,21205.669730186633,66289.27821063997
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-23,21084.63610363007,67941.45851659749
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-24,14788.725297927844,72116.20444107038
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-25,18276.911725997856,66298.44010519976
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-26,14547.392031192836,70985.82664966596
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-27,22655.753102541086,63819.916568517765
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-28,15114.414507150685,70352.54763388644
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-29,21937.508901357654,65326.696806669366
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-30,17058.26374053963,67933.04517030697
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-01,10170.408499717747,77392.22743654222
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-02,13877.798171520268,72511.56875658035
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-03,14305.956783056212,71978.74737310453
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-04,14586.988616943341,69153.83642792655
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-05,13776.985161304467,75235.73223686154
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-06,12938.724670410244,70975.77000331857
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-07,9082.604479074445,79634.90731072453
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-08,6967.384803295121,78595.5568780903
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-09,13125.602330207812,69396.15469789525
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-10,10217.558933973318,78814.87630295783
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-11,9513.516510486636,76582.4122166636
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-12,11989.094801187483,75932.41916394222
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-13,12391.711833238616,36990.835684776364
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-14,17472.09885311127,69814.90275597601
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-15,10072.919910192506,77072.09865570153
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-16,9306.893114566838,77021.75677060995
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-17,19930.465896368,62677.44015145263
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-18,15046.77546143531,69712.12058067274
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-19,13416.971075534952,69913.74108624503
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-20,6498.131871938632,87664.30299019764
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-21,17373.320363998435,66566.13325405148
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-22,9464.812135219647,47609.1453948021
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-07,2438.9129750728403,1448.7559950352
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-08,11522.71024179461,77357.35899925252
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-09,15142.622728109347,64751.658874750436
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-10,17726.98737859729,79181.34030628281
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-11,8337.12349486352,80563.01669335375
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-12,17323.90052580834,63623.20715022104
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-13,9129.164890766142,81374.80218005189
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-14,18492.192721366966,60781.063079595966
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-15,9068.521509647382,84468.43041038538
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-16,10008.335721492722,75956.5614724155
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-17,12414.397341966664,72114.99070000621
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-18,10010.412698030492,65456.036091089474
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-19,2259.5772430896814,35334.856049776514
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-20,13616.495878696345,72769.35011339161
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-21,10912.118293762262,81968.03364229212
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-22,11041.146784782413,74814.05770015673
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-23,9287.10911774643,73144.76579022408
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-24,5681.54435896868,84517.97759890628
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-25,4424.263052940397,81653.70312404551
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-26,2584.64007616043,22229.193408012667
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-27,8598.303282022493,76412.67337202957
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-28,11819.085737943604,71103.81334376331
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-29,5184.840901851692,97954.69704127261
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-30,20250.911288023028,65975.81374573748
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-31,9157.964149951904,67089.09064006848
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-01,3466.6627206802414,64362.68238616021
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-02,2649.8784239292136,25301.33381104453
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-03,6822.9805138111205,78321.18231129569
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-04,12541.109752893512,71195.39186406114
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-05,10820.37535524366,78892.04088282559
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-06,7323.127855777741,76311.77924346885
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-07,10352.56644439697,73485.01412057871
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-08,10131.379745721735,64276.0136885638
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-09,4036.0587675571596,78423.96410822925
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-10,9991.399722337736,81227.5638139246
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-11,8479.275901794428,68576.53714513777
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-05,2125.094577312467,18617.24662971497
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-06,6183.887316465339,76853.79810261673
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-07,3582.3562088012864,81804.01745009465
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-08,6881.357012987116,81972.05423903427
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-09,5686.31984663011,80807.42135238645
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-10,10974.850033998471,75107.64305496174
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-11,4256.499962806722,70530.89452505104
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-12,11722.014086008032,83537.79936623636
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-13,3966.244906187068,85037.06611466392
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-14,18823.298765898155,61780.080194235125
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-15,1666.7255566120136,88715.35556936264
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-16,10045.352948904061,78271.84915208844
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-17,5333.137338876731,81408.33562922465
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-18,6919.54203224182,21321.214624404933
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-19,3994.0696740150515,95697.62513399185
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-20,12600.216471910504,73706.45685911144
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-21,14851.827648639704,71619.2980413437
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-22,5989.033325910582,69241.49699020346
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-23,3010.699938058849,92095.0757386682
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-24,9151.671332120919,76354.36136889472
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-25,3017.166701793669,81333.11085319493
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-26,10883.00060296059,81185.76357627001
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-27,6769.933852672565,75522.09122514761
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-28,4618.128427267095,85023.44087076183
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-29,18921.83335566556,67394.65544533658
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-30,6582.923308849282,77776.36104035378
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2022-12-31,10438.13368201262,78965.35626959785
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-01,6370.375838994992,71738.88620018977
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-02,4616.605277061454,89317.97071790717
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-03,4494.710996866194,80202.12715220402
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-04,7477.712583780371,79619.73707914402
0b610989-4adb-46ed-aa0f-1ad502f7dbd3,2023-01-05,1915.8641135692728,21776.44926047334
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-05,3165.893178224579,30711.535977840384
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-06,9464.176960945064,79017.69085025738
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-07,7105.945815563222,81965.34375929766
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-08,7661.123626947395,78690.70027804402
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-09,7084.895937919631,79430.34051704408
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-10,4932.630257129625,78597.23741722133
0cc99fb9-dc4b-4137-8266-54411f3e9c63,2023-01-11,4394.063524246284,73179.6501517294
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-14,6924.194293022108,21520.59312009802
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-15,14226.517414569913,77726.6614863879
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-16,8756.894171714779,87061.59542822887
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-17,12401.677172660799,75527.97137951815
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-18,10584.825006961779,73544.23593282721
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-19,15404.744929075227,72879.79732775639
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-20,13094.864187955824,69182.68225002244
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-21,22158.818579912095,88940.47250103959
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-22,14036.083557844207,121301.53323245143
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-23,28206.189038991713,59070.33199810956
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-24,3891.7159421443575,76830.8081238269
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-25,13331.135564327198,73497.9111406798
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-26,28457.928911685878,88180.87684202203
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-27,15539.281060457251,131786.0606732378
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-28,10189.252518415464,63878.79196953731
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-29,12236.652050971987,74253.37851214434
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-30,9614.817956686073,75867.88083219541
0d9821b5-83fd-44f9-863b-12e4c0f62738,2022-12-31,15797.966647624984,70081.91196060144
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-01,10353.789660692159,68371.11673522
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-02,3683.376006364817,75244.35817456305
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-03,10852.59571075439,75624.81259727431
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-04,10717.433296442043,70736.7807452687
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-05,11149.283346414557,80541.57289052049
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-06,10680.757733106688,75420.65594410934
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-07,9767.612163066871,75647.77820968635
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-08,17583.58656191823,69231.06386017759
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-09,9803.809952020516,76577.5408070087
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-10,13268.109592914534,72249.02586817776
0d9821b5-83fd-44f9-863b-12e4c0f62738,2023-01-11,10798.798563480328,69631.80643606195
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-07,4006.14584827425,1151.068964004566
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-08,18945.252088785124,59727.96358799961
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-09,44461.17173504864,39915.25666499085
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-10,25536.308710336758,60389.631277799024
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-11,25184.655835151552,52780.34262990937
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-12,33043.859919547984,58178.43964338332
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-13,31632.596400022478,53105.00609421779
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-14,43227.551534175895,40799.98636770228
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-15,33066.52556323997,56042.837853908546
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-16,31133.37185239808,54383.90950632106
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-17,28387.85813474654,58399.350702285716
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-18,19901.864359855634,66194.50046133994
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-19,32349.90507102007,51910.733349084345
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-20,28962.57566595079,45932.28484129871
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-21,27312.65985846511,62836.49813747416
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-22,46641.033274650814,41599.154646396455
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-23,29740.5922346115,55170.49799823801
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-24,23746.972094297427,57469.312037706724
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-25,18478.873507976587,68787.94622015917
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-26,28392.43345141409,58726.461908578465
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-27,28385.80861997604,55192.14123988147
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-28,33980.007891178204,55446.37548875804
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-29,25738.247231721893,62801.204078435396
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-30,43707.65647316034,42772.1899147035
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-31,39531.60014271733,45465.126689433804
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-01,19758.91963601135,62065.61159491498
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-02,26918.351360082674,53868.88618683846
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-03,24240.217207193335,49300.83255672393
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-04,22486.044936418482,59253.640319108956
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-05,35761.879003047856,49956.7270336151
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-06,29784.317039728245,52855.43790698
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-07,29021.65146112416,58030.016860007614
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-08,26891.89737725275,59322.43823456787
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-09,37620.44917821878,49211.5980238915
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-10,24408.378634691282,51204.171752214825
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-11,28832.544889450102,45023.5978207589
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-02,16849.712736129663,5345.814338922478
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-03,35971.920466423035,101623.10873413076
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-04,40461.51998376832,118969.06750297565
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-05,34320.37548732752,108138.25578331902
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-06,26456.499986410206,119920.31140160606
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-07,42277.955738067445,116186.688382149
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-08,35951.70437932009,110210.17890620178
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-09,50431.23484158447,115654.24629640562
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-10,38653.325698614324,37610.47735762597
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-11,56419.57193946825,111678.47733211529
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-12,62125.72061133366,91695.17263817797
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-13,55391.747214078874,104216.72830629375
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-14,23254.164757728577,104226.51462841054
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-15,46134.07336235044,99480.58165359515
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-16,45467.21258735694,115915.697960615
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-17,42757.678928136724,113130.66251397181
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-18,39465.81191420547,128038.6605148315
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-19,50085.96874856947,107536.338172913
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-20,74896.0163190368,96813.48151850743
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-21,46341.933063030294,125309.83808112117
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-22,47279.735470294756,129002.45054936357
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-23,36943.95617032058,62750.878233671254
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-24,28528.63764238361,114381.81086254105
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-25,30076.349665641952,117141.15765428549
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-26,50356.68799495707,116656.67968320874
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-27,43871.95016598694,115947.25313210483
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-28,40233.7912013526,127512.41864347532
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-29,45338.6813585756,126688.52340245218
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-30,53394.31356263155,102819.98170614225
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-31,55442.10522651656,113173.00231242264
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-01,39645.446341037874,122675.17092204123
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-02,30110.980438947696,104954.1478919981
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-03,12145.119774103181,91390.8361520769
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-04,55875.59892630595,119200.91940665325
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-05,45647.066356897274,112642.40535998276
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-06,26517.813481569094,135733.4198493964
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-07,163274.50871872852,100545.48857641267
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-08,61976.59841489829,200160.80186557837
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-09,48759.043265581095,119358.63845348419
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-10,60663.044253826025,109687.99456000431
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-11,66384.55371713614,133772.95342993725
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-06,3929.516088962553,26319.959776163167
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-07,13615.022192716593,72205.7752134798
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-08,7109.675569772765,53185.65065717693
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-09,1497.5739068985083,43804.579429626894
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-10,4071.5182712078067,86181.73007988921
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-11,4661.958134174334,72207.60931348821
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-12,6353.859590768786,87599.45732140567
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-13,6731.526786327318,80742.59293675428
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-14,7099.115078210845,73716.02547264086
