device_id,date,screen_on_freq,screen_on_time
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-12,24,33043.778
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-13,13,33460.04
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-14,23,43227.52999999999
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-15,21,33511.799
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-16,18,31133.364999999998
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-17,25,28387.853000000006
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-18,14,19901.849000000006
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-19,16,33126.541999999994
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-20,17,28962.577999999998
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-21,16,27839.095
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-22,18,46641.048
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-23,17,29740.550000000003
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-24,11,26112.887000000002
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-25,17,18478.886000000002
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-26,21,28392.424000000006
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-27,17,28385.801
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-28,20,33980.00800000001
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-29,23,25738.22
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-30,20,43707.63599999999
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2022-12-31,23,41263.01499999999
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-01,11,19758.953
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-02,20,37229.602
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-03,17,35991.453
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-04,15,27633.949
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-05,25,36967.499
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-06,19,32725.383
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-07,13,29021.695
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-08,17,26891.872999999996
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-09,20,37753.534
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-10,16,24408.373
0ffb36e1-167c-423e-b8c1-63ea32ae8b22,2023-01-11,14,26685.281000000003
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-02,2,90.364
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-03,27,4368.350999999999
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-04,32,3644.051
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-05,38,5713.54
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-06,49,5222.994000000001
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-07,41,4588.5650000000005
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-08,29,5439.9039999999995
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-09,35,4694.139999999999
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-10,36,8754.346
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-11,19,3667.3790000000004
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-12,41,4071.917
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-13,60,6088.746000000001
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-14,53,5248.789000000002
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-15,36,3456.695
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-16,36,3796.9150000000004
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-17,42,4688.599
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-18,32,2794.1869999999994
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-19,39,4430.806
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-20,45,5511.702999999999
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-21,29,3961.6899999999996
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-22,44,4687.3150000000005
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-23,27,1269.8369999999998
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-24,24,4306.581
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-25,39,4168.731
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-26,38,5755.985000000001
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-27,28,5210.631
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-28,26,3024.4820000000004
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-29,27,2425.4100000000003
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-30,23,3512.256
10592755-9ec2-4116-bb4d-58d0af49bcb2,2022-12-31,30,6188.215
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-01,26,4759.981
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-02,24,6884.839
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-03,19,1792.175
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-04,40,4723.36
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-05,35,4073.1290000000004
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-06,24,2641.417
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-07,22,2349.011
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-08,20,1143.4680000000003
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-09,25,2645.349
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-10,45,7504.9529999999995
10592755-9ec2-4116-bb4d-58d0af49bcb2,2023-01-11,32,3248.1980000000003
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-06,40,3677.823
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-07,94,14328.006
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-08,30,7109.6770000000015
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-09,15,1497.5710000000004
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-10,37,4071.5250000000005
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-11,31,4661.973999999999
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-12,35,6353.901999999999
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-13,41,6731.5289999999995
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-14,45,7099.186000000001
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-15,47,4990.262000000001
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-16,47,6072.566000000002
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-17,22,1544.4699999999998
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-18,29,4160.655000000001
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-19,38,6185.769
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-20,55,5321.855999999999
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-21,47,4646.594
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-22,65,13772.416000000003
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-23,44,5159.784000000001
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-24,63,13378.187
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-25,53,16494.103
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-26,34,6709.6669999999995
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-27,69,10872.45700000001
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-28,14,2349.68
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-29,50,6515.884
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-30,23,1913.9830000000002
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2022-12-31,46,5622.855999999999
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-01,58,12452.305000000002
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-02,39,4241.3189999999995
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-03,15,1073.034
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-04,55,4647.339
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-05,61,5476.340999999999
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-06,57,5974.204
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-07,55,7027.459999999999
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-08,50,8791.237999999998
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-09,53,5343.441
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-10,38,31466.147999999997
144cc8ef-2ce3-466f-a86d-139a1a39cf85,2023-01-11,24,5173.037999999999
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-14,40,13565.162000000002
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-15,82,19648.618000000002
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-16,70,17617.749000000003
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-17,98,36014.289
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-18,81,35075.329999999994
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-19,72,38616.69299999999
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-20,101,30090.023999999998
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-21,86,29495.503000000008
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-22,88,33405.45900000001
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-23,67,30122.903999999995
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-24,71,38543.429999999986
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-25,68,29287.407999999996
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-26,38,78516.174
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-27,70,32961.937
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-28,149,33667.85800000001
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-29,74,44897.9
160d7b33-a74f-438d-af2a-445ecd8c4ff1,2022-12-30,46,8490.262000000002
