device_id,date,incoming_time,incoming_freq,outgoing_time,outgoing_freq,missing_time,missing_freq
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-19,625.0,3,24.0,2,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-20,1876.0,7,1830.0,14,1176.0,2
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-21,5157.0,10,803.0,3,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-22,1403.0,4,335.0,16,954.0,2
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-23,4783.0,6,996.0,4,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-24,4562.0,8,4899.0,8,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-25,1504.0,10,1415.0,8,2.0,1
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-26,4541.0,7,2433.0,8,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-27,2262.0,7,1166.0,5,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-28,203.0,1,389.0,3,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-29,2076.0,8,299.0,2,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-30,3674.0,6,613.0,5,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2022-12-31,485.0,3,1424.0,5,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-01,944.0,7,942.0,5,341.0,2
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-02,1561.0,4,1074.0,2,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-03,45.0,1,0.0,0,4.0,1
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-04,1930.0,4,890.0,3,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-05,1274.0,6,0.0,0,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-06,0.0,0,0.0,0,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-07,741.0,2,29.0,2,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-08,2848.0,9,3409.0,8,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-09,4071.0,5,2668.0,6,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-10,2630.0,1,2143.0,1,0.0,0
00e17b8a-4b0f-4230-bd26-3df2853e8916,2023-01-11,80.0,2,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-20,0.0,0,468.0,2,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-21,89.0,1,235.0,3,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-22,0.0,0,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-23,727.0,2,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-24,508.0,2,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-25,120.0,3,3.0,1,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-26,160.0,2,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-27,474.0,3,517.0,1,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-28,248.0,3,1209.0,1,1.0,1
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-29,734.0,1,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-30,457.0,3,125.0,1,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2022-12-31,0.0,0,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-01,1037.0,3,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-02,0.0,0,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-03,0.0,0,42.0,1,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-04,144.0,2,264.0,1,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-05,647.0,2,1521.0,1,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-06,64.0,1,929.0,2,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-07,0.0,0,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-08,0.0,0,0.0,0,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-09,300.0,1,2750.0,3,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-10,1126.0,3,880.0,7,0.0,0
029e57cb-fa0d-479d-abd2-9cb5745f219d,2023-01-11,0.0,0,0.0,0,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-15,89.0,1,731.0,1,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-16,90.0,2,3790.0,12,39.0,1
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-17,1241.0,5,332.0,6,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-18,1051.0,7,1809.0,13,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-19,1675.0,5,106.0,3,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-20,1532.0,5,621.0,6,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-21,1130.0,15,2659.0,17,223.0,3
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-22,1030.0,13,1730.0,13,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-23,2464.0,11,1820.0,20,3313.0,13
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-24,1356.0,3,1146.0,4,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-25,1179.0,9,3775.0,17,133.0,1
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-26,2917.0,11,567.0,8,21.0,1
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-27,2589.0,6,871.0,7,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-28,1488.0,10,1428.0,11,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-29,2511.0,7,1828.0,15,562.0,2
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-11-30,1999.0,12,178.0,4,21.0,1
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-01,181.0,4,602.0,8,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-02,1253.0,5,621.0,17,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-03,2195.0,9,398.0,4,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-04,2627.0,6,1448.0,9,273.0,2
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-05,1059.0,12,88.0,1,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-06,578.0,5,891.0,8,1528.0,1
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-07,986.0,4,122.0,4,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-08,425.0,6,291.0,5,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-09,536.0,5,138.0,5,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-10,59.0,1,983.0,6,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-11,1583.0,4,37.0,5,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-12,600.0,5,3350.0,9,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-13,0.0,0,1845.0,1,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-14,248.0,2,306.0,11,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-15,703.0,4,579.0,8,354.0,1
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-16,342.0,3,0.0,0,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-17,721.0,14,1955.0,24,78.0,1
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-18,320.0,4,379.0,7,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-19,1601.0,9,1051.0,13,691.0,1
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-20,2809.0,7,418.0,2,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-21,862.0,5,156.0,4,0.0,0
032c33b9-32bf-4349-bb4a-7746ad57c56d,2022-12-22,0.0,0,347.0,3,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-07,0.0,0,0.0,0,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-08,84.0,1,163.0,2,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-09,148.0,1,0.0,0,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-12,1504.0,2,28.0,1,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-13,162.0,1,582.0,4,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-14,97.0,2,144.0,2,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-15,464.0,2,814.0,3,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-16,16.0,1,71.0,1,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-17,0.0,0,27.0,2,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-19,0.0,0,85.0,1,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-20,0.0,0,1287.0,2,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-21,1098.0,3,25.0,1,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-22,1094.0,1,0.0,0,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2022-12-24,0.0,0,0.0,0,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-02,0.0,0,0.0,0,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-03,0.0,0,158.0,1,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-04,1597.0,2,181.0,1,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-05,183.0,1,0.0,0,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-06,85.0,1,38.0,1,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-08,0.0,0,0.0,0,0.0,0
0879c9e2-6620-41da-ab28-93fadb5cfbae,2023-01-09,554.0,1,0.0,0,0.0,0
